date,cash,position,portfolio_value,close,signal,daily_return
2014-06-11,239699.5499999998,3100100,9508998.55,2.99,hold,-0.003249580866070376
2014-06-12,9384994.55,0,9384994.55,2.92,sell,-0.013040700274373266
2014-06-13,9384994.55,0,9384994.55,2.94,sell,0.0
2014-06-16,281552.0900000017,3096409,9415958.640000002,2.95,buy,0.0032993189111656662
2014-06-17,281552.0900000017,3096409,9415958.640000002,2.95,buy,0.0
2014-06-18,281552.0900000017,3096409,9601743.180000002,3.01,buy,0.019730815215220514
2014-06-19,281552.0900000017,3096409,9539815.000000002,2.99,buy,-0.006449680942205715
2014-06-20,281552.0900000017,3096409,9570779.090000002,3.0,hold,0.003245774682213423
2014-06-23,281552.0900000017,3096409,9601743.180000002,3.01,buy,0.0032352737127066887
2014-06-24,281552.0900000017,3096409,9570779.090000002,3.0,buy,-0.0032248404711028573
2014-06-25,281552.0900000017,3096409,9725599.540000001,3.05,buy,0.016176368563533446
2014-06-26,281552.0900000017,3096409,9756563.630000003,3.06,buy,0.0031837718459053178
2014-06-27,281552.0900000017,3096409,9849455.9,3.09,buy,0.00952100283693816
2014-06-30,281552.0900000017,3096409,9942348.170000002,3.12,buy,0.009431208276185227
2014-07-01,281552.0900000017,3096409,10251989.070000002,3.22,buy,0.03114363877683438
2014-07-02,281552.0900000017,3096409,10282953.160000002,3.23,buy,0.0030203007229698347
2014-07-03,281552.0900000017,3096409,10468737.700000001,3.29,buy,0.018067235852312204
2014-07-07,281552.0900000017,3096409,10375845.430000002,3.26,hold,-0.008873301888154056
2014-07-08,281552.0900000017,3096409,10035240.440000001,3.15,hold,-0.032826721667922935
2014-07-09,9880419.990000002,0,9880419.990000002,3.22,sell,-0.015427677186775929
2014-07-10,296412.8700000029,2985672,9820706.550000003,3.19,buy,-0.006043613536715606
2014-07-11,296412.8700000029,2985672,9999846.870000003,3.25,buy,0.018241082664261082
2014-07-14,296412.8700000029,2985672,10178987.190000003,3.31,buy,0.01791430632177273
2014-07-15,296412.8700000029,2985672,10059560.310000002,3.27,hold,-0.011732687915879064
2014-07-16,10089417.030000003,0,10089417.030000003,3.31,sell,0.0029679945325563305
2014-07-17,10089417.030000003,0,10089417.030000003,3.18,hold,0.0
2014-07-18,302683.7600000035,2956717,10148551.370000003,3.33,buy,0.005861026442277987
2014-07-21,302683.7600000035,2956717,10118984.200000003,3.32,buy,-0.0029134374869898222
2014-07-22,302683.7600000035,2956717,10296387.220000003,3.38,buy,0.017531702441041415
2014-07-23,302683.7600000035,2956717,10503357.410000004,3.45,buy,0.020101243822491097
2014-07-24,302683.7600000035,2956717,10444223.070000004,3.43,hold,-0.005630041680167849
2014-07-25,302683.7600000035,2956717,10325954.390000004,3.39,hold,-0.01132383703482117
2014-07-28,302683.7600000035,2956717,10355521.560000002,3.4,buy,0.0028633837496543552
2014-07-29,302683.7600000035,2956717,10296387.220000003,3.38,hold,-0.005710416385826137
2014-07-30,10148551.370000003,0,10148551.370000003,3.42,sell,-0.014358031301779227
2014-07-31,10148551.370000003,0,10148551.370000003,3.21,sell,0.0
2014-08-01,10148551.370000003,0,10148551.370000003,3.17,sell,0.0
2014-08-04,10148551.370000003,0,10148551.370000003,3.24,sell,0.0
2014-08-05,10148551.370000003,0,10148551.370000003,3.16,sell,0.0
2014-08-06,10148551.370000003,0,10148551.370000003,3.16,sell,0.0
2014-08-07,304456.6900000032,3135062,10117200.750000004,3.13,buy,-0.003089171927795954
2014-08-08,304456.6900000032,3135062,10305304.470000003,3.19,buy,0.01859246689357219
2014-08-11,304456.6900000032,3135062,10493408.190000003,3.25,buy,0.01825309679569328
2014-08-12,304456.6900000032,3135062,10462057.570000004,3.24,buy,-0.0029876489537379917
2014-08-13,304456.6900000032,3135062,10806914.390000004,3.35,buy,0.0329626192259617
2014-08-14,304456.6900000032,3135062,10963667.490000002,3.4,buy,0.014504889586711874
2014-08-15,304456.6900000032,3135062,11120420.590000004,3.45,buy,0.01429750584309279
2014-08-18,304456.6900000032,3135062,11371225.550000003,3.53,buy,0.02255354983835184
2014-08-19,304456.6900000032,3135062,11559329.270000003,3.59,buy,0.01654207975850067
2014-08-20,304456.6900000032,3135062,11559329.270000003,3.59,buy,0.0
2014-08-21,304456.6900000032,3135062,11622030.510000004,3.61,buy,0.005424297425520106
2014-08-22,304456.6900000032,3135062,11684731.750000004,3.63,buy,0.005395033161034113
2014-08-25,304456.6900000032,3135062,11810134.230000002,3.67,buy,0.010732165930980704
2014-08-26,304456.6900000032,3135062,11841484.850000003,3.68,buy,0.0026545523860655594
2014-08-27,304456.6900000032,3135062,11841484.850000003,3.68,hold,0.0
2014-08-28,304456.6900000032,3135062,11778783.610000003,3.66,buy,-0.0052950487877371395
2014-08-29,304456.6900000032,3135062,11935536.710000003,3.71,buy,0.013308088949602462
2014-09-02,304456.6900000032,3135062,12029588.570000004,3.74,buy,0.007879985817579647
2014-09-03,304456.6900000032,3135062,11810134.230000002,3.67,hold,-0.018242879939160017
2014-09-04,11841484.850000003,0,11841484.850000003,3.66,sell,0.0026545523860655594
2014-09-05,355244.57000000216,3087699,11841484.850000003,3.72,buy,0.0
2014-09-08,355244.57000000216,3087699,11903238.830000002,3.74,hold,0.005215053752317098
2014-09-09,11656222.910000002,0,11656222.910000002,3.65,sell,-0.020751992254195564
2014-09-10,11656222.910000002,0,11656222.910000002,3.73,sell,0.0
2014-09-11,11656222.910000002,0,11656222.910000002,3.73,sell,0.0
2014-09-12,11656222.910000002,0,11656222.910000002,3.67,sell,0.0
2014-09-15,11656222.910000002,0,11656222.910000002,3.56,sell,0.0
2014-09-16,349687.26000000164,3097681,11687199.720000003,3.66,buy,0.0026575341119656503
2014-09-17,349687.26000000164,3097681,11718176.530000001,3.67,buy,0.0026504903434642984
2014-09-18,349687.26000000164,3097681,11965991.010000002,3.75,hold,0.021147870521114297
2014-09-19,11873060.580000002,0,11873060.580000002,3.74,sell,-0.007766212587184594
2014-09-22,11873060.580000002,0,11873060.580000002,3.64,sell,0.0
2014-09-23,11873060.580000002,0,11873060.580000002,3.61,hold,0.0
2014-09-24,11873060.580000002,0,11873060.580000002,3.73,sell,0.0
2014-09-25,11873060.580000002,0,11873060.580000002,3.49,sell,0.0
2014-09-26,11873060.580000002,0,11873060.580000002,3.6,sell,0.0
2014-09-29,11873060.580000002,0,11873060.580000002,3.59,sell,0.0
2014-09-30,11873060.580000002,0,11873060.580000002,3.6,sell,0.0
2014-10-01,11873060.580000002,0,11873060.580000002,3.43,sell,0.0
2014-10-02,356193.2000000011,3299962,11675062.860000001,3.43,buy,-0.01667621576306323
2014-10-03,356193.2000000011,3299962,12005059.06,3.53,hold,0.02826504696009827
2014-10-06,11774061.72,0,11774061.72,3.51,sell,-0.019241666271319437
2014-10-07,11774061.72,0,11774061.72,3.36,sell,0.0
2014-10-08,11774061.72,0,11774061.72,3.56,sell,0.0
2014-10-09,11774061.72,0,11774061.72,3.38,sell,0.0
2014-10-10,11774061.72,0,11774061.72,3.13,sell,0.0
2014-10-13,11774061.72,0,11774061.72,2.98,sell,0.0
2014-10-14,11774061.72,0,11774061.72,2.98,sell,0.0
2014-10-15,11774061.72,0,11774061.72,2.92,sell,0.0
2014-10-16,11774061.72,0,11774061.72,2.88,sell,0.0
2014-10-17,353223.6400000006,3832496,11812386.680000002,2.99,buy,0.0032550330473383056
2014-10-20,353223.6400000006,3832496,12310611.16,3.12,buy,0.042178138381091204
2014-10-21,353223.6400000006,3832496,13230410.2,3.36,buy,0.07471595260750638
2014-10-22,353223.6400000006,3832496,13038785.4,3.31,buy,-0.01448366279678909
2014-10-23,353223.6400000006,3832496,13613659.8,3.46,buy,0.04408956680888393
2014-10-24,353223.6400000006,3832496,13920259.48,3.54,buy,0.022521473615786967
2014-10-27,353223.6400000006,3832496,13958584.44,3.55,buy,0.002753178563593775
2014-10-28,353223.6400000006,3832496,14571783.8,3.71,buy,0.04392991013062936
2014-10-29,353223.6400000006,3832496,14418483.96,3.67,buy,-0.010520320785983651
2014-10-30,353223.6400000006,3832496,14495133.88,3.69,buy,0.005316087337104471
2014-10-31,353223.6400000006,3832496,15070008.28,3.84,buy,0.03965981996159379
2014-11-03,353223.6400000006,3832496,15223308.120000001,3.88,hold,0.01017251199546134
2014-11-04,353223.6400000006,3832496,15070008.28,3.84,buy,-0.010070074046428859
2014-11-05,353223.6400000006,3832496,15070008.28,3.84,hold,0.0
2014-11-06,353223.6400000006,3832496,15184983.16,3.87,buy,0.007629383996595974
2014-11-07,353223.6400000006,3832496,15146658.2,3.86,buy,-0.002523872407113087
2014-11-10,353223.6400000006,3832496,15299958.040000001,3.9,buy,0.010121033826458282
2014-11-11,353223.6400000006,3832496,15453257.88,3.94,buy,0.010019624864278376
2014-11-12,353223.6400000006,3832496,15529907.8,3.96,buy,0.004960113951065439
2014-11-13,353223.6400000006,3832496,15721532.6,4.01,buy,0.012339081626743392
2014-11-14,353223.6400000006,3832496,15874832.44,4.05,hold,0.009750947563470997
2014-11-17,353223.6400000006,3832496,15721532.6,4.01,buy,-0.009656784761628632
2014-11-18,353223.6400000006,3832496,16066457.239999998,4.1,buy,0.021939632017809685
2014-11-19,353223.6400000006,3832496,15874832.44,4.05,hold,-0.011927010238630487
2014-11-20,353223.6400000006,3832496,16066457.239999998,4.1,buy,0.01207098095203573
2014-11-21,353223.6400000006,3832496,16181432.120000001,4.13,buy,0.0071562061431785
2014-11-24,353223.6400000006,3832496,16564681.720000003,4.23,buy,0.023684529104584684
2014-11-25,353223.6400000006,3832496,16603006.680000002,4.24,buy,0.0023136550793925563
2014-11-26,353223.6400000006,3832496,16947931.32,4.33,buy,0.02077482992375684
2014-11-28,353223.6400000006,3832496,17177881.08,4.39,hold,0.013568013444132715
2014-12-01,353223.6400000006,3832496,16564681.720000003,4.23,hold,-0.03569703138263871
2014-12-02,353223.6400000006,3832496,16717981.559999999,4.27,buy,0.009254620317570225
2014-12-03,353223.6400000006,3832496,16871281.4,4.31,buy,0.009169757691729376
2014-12-04,353223.6400000006,3832496,16832956.439999998,4.3,hold,-0.0022716093159350003
2014-12-05,16717981.559999999,0,16717981.559999999,4.3,sell,-0.006830343820458373
2014-12-08,16717981.559999999,0,16717981.559999999,4.21,sell,0.0
2014-12-09,16717981.559999999,0,16717981.559999999,4.25,sell,0.0
2014-12-10,16717981.559999999,0,16717981.559999999,4.04,sell,0.0
2014-12-11,16717981.559999999,0,16717981.559999999,4.11,sell,0.0
2014-12-12,16717981.559999999,0,16717981.559999999,3.97,sell,0.0
2014-12-15,16717981.559999999,0,16717981.559999999,3.85,sell,0.0
2014-12-16,16717981.559999999,0,16717981.559999999,3.66,sell,0.0
2014-12-17,501539.6299999971,4023931,16033913.289999997,3.86,buy,-0.040918113681661546
2014-12-18,501539.6299999971,4023931,17160613.969999995,4.14,buy,0.07026984988765635
2014-12-19,501539.6299999971,4023931,17361810.519999996,4.19,buy,0.011724321189890434
2014-12-22,501539.6299999971,4023931,17522767.759999998,4.23,buy,0.009270763542465048
2014-12-23,501539.6299999971,4023931,17361810.519999996,4.19,hold,-0.00918560596160079
2014-12-24,501539.6299999971,4023931,17361810.519999996,4.19,buy,0.0
2014-12-26,501539.6299999971,4023931,17723964.309999995,4.28,buy,0.020859217970546035
2014-12-29,501539.6299999971,4023931,17723964.309999995,4.28,hold,0.0
2014-12-30,17442289.14,0,17442289.14,4.19,sell,-0.015892334529305673
2014-12-31,17442289.14,0,17442289.14,4.06,sell,0.0
2015-01-02,17442289.14,0,17442289.14,4.03,sell,0.0
2015-01-05,17442289.14,0,17442289.14,3.85,sell,0.0
2015-01-06,17442289.14,0,17442289.14,3.69,sell,0.0
2015-01-07,523269.7199999988,4305094,17054830.68,3.84,buy,-0.022213739084937612
2015-01-08,523269.7199999988,4305094,17958900.419999998,4.05,hold,0.053009599272081334
2015-01-09,17743645.72,0,17743645.72,3.97,sell,-0.011985962111593427
2015-01-12,17743645.72,0,17743645.72,3.85,sell,0.0
2015-01-13,17743645.72,0,17743645.72,3.85,sell,0.0
2015-01-14,17743645.72,0,17743645.72,3.79,sell,0.0
2015-01-15,17743645.72,0,17743645.72,3.64,sell,0.0
2015-01-16,532311.2899999991,4493821,17474016.46,3.77,buy,-0.01519582076056002
2015-01-20,532311.2899999991,4493821,17833522.14,3.85,buy,0.020573729046378594
2015-01-21,532311.2899999991,4493821,18103151.4,3.91,buy,0.015119237685259515
2015-01-22,532311.2899999991,4493821,19091792.02,4.13,buy,0.05461152029032918
2015-01-23,532311.2899999991,4493821,19181668.44,4.15,hold,0.004707594756209888
2015-01-26,18282904.24,0,18282904.24,4.14,sell,-0.04685537146110753
2015-01-27,18282904.24,0,18282904.24,3.82,sell,0.0
2015-01-28,18282904.24,0,18282904.24,3.76,sell,0.0
2015-01-29,18282904.24,0,18282904.24,3.87,sell,0.0
2015-01-30,18282904.24,0,18282904.24,3.78,sell,0.0
2015-02-02,548489.2799999975,4535656,18146834.56,3.88,buy,-0.007442454339519076
2015-02-03,548489.2799999975,4535656,18600400.159999996,3.98,buy,0.024994199318914043
2015-02-04,548489.2799999975,4535656,18555043.599999998,3.97,buy,-0.002438472269942749
2015-02-05,548489.2799999975,4535656,19053965.759999998,4.08,buy,0.026888762471029722
2015-02-06,548489.2799999975,4535656,18691113.279999997,4.0,hold,-0.019043409890120454
2015-02-09,548489.2799999975,4535656,18509687.04,3.96,buy,-0.009706550769992358
2015-02-10,548489.2799999975,4535656,19371461.68,4.15,buy,0.046558034079003024
2015-02-11,548489.2799999975,4535656,19598244.479999997,4.2,buy,0.01170705668711299
2015-02-12,548489.2799999975,4535656,20233236.319999997,4.34,buy,0.03240044487903031
2015-02-13,548489.2799999975,4535656,20732158.479999997,4.45,buy,0.02465854459016175
2015-02-17,548489.2799999975,4535656,20777515.04,4.46,buy,0.0021877394022314263
2015-02-18,548489.2799999975,4535656,20868228.16,4.48,buy,0.0043659272932958515
2015-02-19,548489.2799999975,4535656,21185724.08,4.55,buy,0.015214320907635604
2015-02-20,548489.2799999975,4535656,21593933.119999997,4.64,buy,0.019268118401738345
2015-02-23,548489.2799999975,4535656,21684646.24,4.66,buy,0.004200861394536034
2015-02-24,548489.2799999975,4535656,21730002.799999997,4.67,hold,0.0020916439907759667
2015-02-25,548489.2799999975,4535656,21548576.56,4.63,buy,-0.00834911259192283
2015-02-26,548489.2799999975,4535656,21866072.479999997,4.7,buy,0.014733962548104294
2015-02-27,548489.2799999975,4535656,21593933.119999997,4.64,buy,-0.01244573575107803
2015-03-02,548489.2799999975,4535656,22138211.839999996,4.76,hold,0.02520516836721586
2015-03-03,21639289.68,0,21639289.68,4.69,sell,-0.022536696441694024
2015-03-04,21639289.68,0,21639289.68,4.64,hold,0.0
2015-03-05,21639289.68,0,21639289.68,4.66,sell,0.0
2015-03-06,21639289.68,0,21639289.68,4.5,sell,0.0
2015-03-09,21639289.68,0,21639289.68,4.55,sell,0.0
2015-03-10,21639289.68,0,21639289.68,4.29,sell,0.0
2015-03-11,21639289.68,0,21639289.68,4.22,sell,0.0
2015-03-12,21639289.68,0,21639289.68,4.3,sell,0.0
2015-03-13,649181.9699999988,4892799,21394649.73,4.24,buy,-0.011305359538955036
2015-03-16,649181.9699999988,4892799,22226425.56,4.41,buy,0.03887774936710769
2015-03-17,649181.9699999988,4892799,22324281.54,4.43,buy,0.004402686330999974
2015-03-18,649181.9699999988,4892799,22960345.409999996,4.56,buy,0.028492019725710614
2015-03-19,649181.9699999988,4892799,23058201.39,4.58,buy,0.004261955918023108
2015-03-20,649181.9699999988,4892799,23547481.29,4.68,buy,0.02121934368272939
2015-03-23,649181.9699999988,4892799,23351769.33,4.64,hold,-0.008311375539052436
2015-03-24,23204985.36,0,23204985.36,4.59,sell,-0.006285775091629805
2015-03-25,23204985.36,0,23204985.36,4.27,sell,0.0
2015-03-26,23204985.36,0,23204985.36,4.23,sell,0.0
2015-03-27,23204985.36,0,23204985.36,4.27,sell,0.0
2015-03-30,23204985.36,0,23204985.36,4.43,sell,0.0
2015-03-31,23204985.36,0,23204985.36,4.29,sell,0.0
2015-04-01,23204985.36,0,23204985.36,4.22,sell,0.0
2015-04-02,696153.1099999957,5423815,23638890.56,4.23,buy,0.01869879223229121
2015-04-06,696153.1099999957,5423815,24181272.059999995,4.33,buy,0.02294445666235177
2015-04-07,696153.1099999957,5423815,24072795.759999994,4.31,buy,-0.004485963341003854
2015-04-08,696153.1099999957,5423815,24615177.259999998,4.41,buy,0.022530889449128275
2015-04-09,696153.1099999957,5423815,25049082.459999997,4.49,buy,0.017627547241152765
2015-04-10,696153.1099999957,5423815,25374511.359999996,4.55,buy,0.012991649515293207
2015-04-13,696153.1099999957,5423815,25157558.759999994,4.51,hold,-0.008550020803238101
2015-04-14,696153.1099999957,5423815,24940606.159999993,4.47,buy,-0.008623754080024318
2015-04-15,696153.1099999957,5423815,25374511.359999996,4.55,hold,0.01739754026892517
2015-04-16,24615177.259999998,0,24615177.259999998,4.54,sell,-0.02992507281133306
2015-04-17,738458.9400000013,5438888,24234455.1,4.32,buy,-0.015466968040838575
2015-04-20,738458.9400000013,5438888,25322232.7,4.52,buy,0.0448855811080315
2015-04-21,738458.9400000013,5438888,25648565.98,4.58,buy,0.012887223803136491
2015-04-22,738458.9400000013,5438888,26029288.140000004,4.65,buy,0.014843799076208777
2015-04-23,738458.9400000013,5438888,26355621.42,4.71,buy,0.012537157306984171
2015-04-24,738458.9400000013,5438888,27334621.259999998,4.89,buy,0.03714576956463188
2015-04-27,738458.9400000013,5438888,27171454.620000005,4.86,hold,-0.005969229953764253
2015-04-28,738458.9400000013,5438888,27008287.98,4.83,hold,-0.006005075631096422
2015-04-29,26083677.020000003,0,26083677.020000003,4.73,sell,-0.03423434172075934
2015-04-30,26083677.020000003,0,26083677.020000003,4.51,sell,0.0
2015-05-01,26083677.020000003,0,26083677.020000003,4.69,sell,0.0
2015-05-04,26083677.020000003,0,26083677.020000003,4.71,sell,0.0
2015-05-05,26083677.020000003,0,26083677.020000003,4.49,sell,0.0
2015-05-06,26083677.020000003,0,26083677.020000003,4.39,sell,0.0
2015-05-07,782512.6000000015,5488322,25315311.94,4.47,buy,-0.029457697985251385
2015-05-08,782512.6000000015,5488322,26193443.46,4.63,hold,0.03468776217655407
2015-05-11,25479961.6,0,25479961.6,4.58,sell,-0.02723894859755867
2015-05-12,764399.2200000025,5396411,25156176.94,4.52,buy,-0.01270742338952348
2015-05-13,764399.2200000025,5396411,25264105.160000004,4.54,buy,0.004290326795578761
2015-05-14,764399.2200000025,5396411,26397351.470000003,4.75,buy,0.04485598452124233
2015-05-15,764399.2200000025,5396411,26397351.470000003,4.75,buy,0.0
2015-05-18,764399.2200000025,5396411,26667172.020000003,4.8,buy,0.010221500831499922
2015-05-19,764399.2200000025,5396411,26613207.910000004,4.79,buy,-0.0020236157759633113
2015-05-20,764399.2200000025,5396411,26667172.020000003,4.8,buy,0.0020277191003239487
2015-05-21,764399.2200000025,5396411,27044920.790000003,4.87,hold,0.014165310431743317
2015-05-22,26829064.35,0,26829064.35,4.86,sell,-0.007981404037974309
2015-05-26,804873.9600000009,5501943,26608986.630000003,4.69,buy,-0.008202959191157884
2015-05-27,804873.9600000009,5501943,27874433.52,4.92,buy,0.04755712450068591
2015-05-28,804873.9600000009,5501943,27654355.8,4.88,hold,-0.007895325293053661
2015-05-29,804873.9600000009,5501943,27214200.36,4.8,hold,-0.01591631507106021
2015-06-01,27159180.93,0,27159180.93,4.84,sell,-0.002021717679453423
2015-06-02,27159180.93,0,27159180.93,4.8,hold,0.0
2015-06-03,27159180.93,0,27159180.93,4.84,sell,0.0
2015-06-04,27159180.93,0,27159180.93,4.73,sell,0.0
2015-06-05,27159180.93,0,27159180.93,4.7,sell,0.0
2015-06-08,27159180.93,0,27159180.93,4.55,sell,0.0
2015-06-09,814778.1899999976,5752053,26871578.279999997,4.53,buy,-0.010589518540388554
2015-06-10,814778.1899999976,5752053,27906947.819999997,4.71,hold,0.03853028390113598
2015-06-11,27619345.169999998,0,27619345.169999998,4.74,sell,-0.010305772306417655
2015-06-12,27619345.169999998,0,27619345.169999998,4.62,sell,0.0
2015-06-15,27619345.169999998,0,27619345.169999998,4.55,sell,0.0
2015-06-16,828584.0699999966,5761454,27446501.549999997,4.62,buy,-0.0062580636483642255
2015-06-17,828584.0699999966,5761454,27676959.709999997,4.66,buy,0.008396631518963122
2015-06-18,828584.0699999966,5761454,28829250.509999998,4.86,buy,0.04163357580000614
2015-06-19,828584.0699999966,5761454,28368334.189999998,4.78,buy,-0.015987800995385652
2015-06-22,828584.0699999966,5761454,29059708.669999998,4.9,buy,0.02437134571841423
2015-06-23,828584.0699999966,5761454,29117323.209999997,4.91,hold,0.0019826262077939512
2015-06-24,828584.0699999966,5761454,28714021.429999996,4.84,hold,-0.013850922253096809
2015-06-25,28483563.269999996,0,28483563.269999996,4.8,sell,-0.008025979940212093
2015-06-26,28483563.269999996,0,28483563.269999996,4.72,sell,0.0
2015-06-29,28483563.269999996,0,28483563.269999996,4.38,sell,0.0
2015-06-30,28483563.269999996,0,28483563.269999996,4.43,sell,0.0
2015-07-01,28483563.269999996,0,28483563.269999996,4.52,sell,0.0
2015-07-02,28483563.269999996,0,28483563.269999996,4.54,sell,0.0
2015-07-06,28483563.269999996,0,28483563.269999996,4.5,sell,0.0
2015-07-07,28483563.269999996,0,28483563.269999996,4.52,sell,0.0
2015-07-08,28483563.269999996,0,28483563.269999996,4.3,sell,0.0
2015-07-09,854510.0699999966,6208776,27490159.109999996,4.29,buy,-0.03487640049046435
2015-07-10,854510.0699999966,6208776,28669826.55,4.48,buy,0.04291235402747748
2015-07-13,854510.0699999966,6208776,30097845.029999997,4.71,buy,0.049809107756879564
2015-07-14,854510.0699999966,6208776,30718722.629999995,4.81,buy,0.020628639671084047
2015-07-15,854510.0699999966,6208776,30842898.15,4.83,buy,0.004042339959759039
2015-07-16,854510.0699999966,6208776,32022565.589999992,5.02,buy,0.03824761973608482
2015-07-17,854510.0699999966,6208776,33450584.069999997,5.25,buy,0.04459413084771527
2015-07-20,854510.0699999966,6208776,33823110.629999995,5.31,buy,0.011136623480786914
2015-07-21,854510.0699999966,6208776,33698935.11,5.29,hold,-0.0036713216994848545
2015-07-22,854510.0699999966,6208776,32643443.189999998,5.12,hold,-0.03132122473765616
2015-07-23,32767618.709999993,0,32767618.709999993,5.06,sell,0.0038039957757285787
2015-07-24,32767618.709999993,0,32767618.709999993,4.91,sell,0.0
2015-07-27,32767618.709999993,0,32767618.709999993,4.79,sell,0.0
2015-07-28,32767618.709999993,0,32767618.709999993,4.91,sell,0.0
2015-07-29,983031.1699999943,6447178,33025505.829999994,4.97,buy,0.007870181909840745
2015-07-30,983031.1699999943,6447178,33476808.289999995,5.04,buy,0.013665270180057101
2015-07-31,983031.1699999943,6447178,33347864.729999993,5.02,hold,-0.003851728004742904
2015-08-03,32961034.049999993,0,32961034.049999993,4.98,sell,-0.01159986353345148
2015-08-04,32961034.049999993,0,32961034.049999993,4.95,hold,0.0
2015-08-05,32961034.049999993,0,32961034.049999993,5.06,sell,0.0
2015-08-06,32961034.049999993,0,32961034.049999993,4.82,sell,0.0
2015-08-07,32961034.049999993,0,32961034.049999993,4.8,sell,0.0
2015-08-10,32961034.049999993,0,32961034.049999993,4.96,sell,0.0
2015-08-11,32961034.049999993,0,32961034.049999993,4.77,sell,0.0
2015-08-12,32961034.049999993,0,32961034.049999993,4.81,sell,0.0
2015-08-13,988832.8099999949,6716849,33162539.519999996,4.79,buy,0.006113445036169992
2015-08-14,988832.8099999949,6716849,33364044.99,4.82,buy,0.006076297922795587
2015-08-17,988832.8099999949,6716849,34170066.87,4.94,hold,0.024158398067188284
2015-08-18,33296876.499999993,0,33296876.499999993,4.86,sell,-0.025554248205660737
2015-08-19,33296876.499999993,0,33296876.499999993,4.77,sell,0.0
2015-08-20,33296876.499999993,0,33296876.499999993,4.37,sell,0.0
2015-08-21,33296876.499999993,0,33296876.499999993,3.83,sell,0.0
2015-08-24,33296876.499999993,0,33296876.499999993,3.38,sell,0.0
2015-08-25,33296876.499999993,0,33296876.499999993,3.33,sell,0.0
2015-08-26,998907.7899999917,8094729,31839825.279999994,3.81,buy,-0.04375939647071698
2015-08-27,998907.7899999917,8094729,34268243.97999999,4.11,buy,0.07626985005867457
2015-08-28,998907.7899999917,8094729,34268243.97999999,4.11,hold,0.0
2015-08-31,30625615.929999992,0,30625615.929999992,3.95,sell,-0.10629748206899507
2015-09-01,30625615.929999992,0,30625615.929999992,3.6,hold,0.0
2015-09-02,30625615.929999992,0,30625615.929999992,3.89,hold,0.0
2015-09-03,30625615.929999992,0,30625615.929999992,3.82,sell,0.0
2015-09-04,918769.2399999909,7597659,29030107.53999999,3.7,buy,-0.05209718536426513
2015-09-08,918769.2399999909,7597659,31385381.82999999,4.01,buy,0.08113212418365019
2015-09-09,918769.2399999909,7597659,30321709.569999993,3.87,hold,-0.03389069044185652
2015-09-10,918769.2399999909,7597659,31233428.64999999,3.99,buy,0.030068195129144177
2015-09-11,918769.2399999909,7597659,31765264.779999986,4.06,buy,0.017027785708694374
2015-09-14,918769.2399999909,7597659,31461358.419999987,4.02,buy,-0.009567254109317061
2015-09-15,918769.2399999909,7597659,32525030.679999992,4.16,buy,0.0338088472150595
2015-09-16,918769.2399999909,7597659,33056866.809999995,4.23,buy,0.016351595029456337
2015-09-17,918769.2399999909,7597659,33132843.39999999,4.24,hold,0.002298360290365224
2015-09-18,918769.2399999909,7597659,31765264.779999986,4.06,hold,-0.04127561898294564
2015-09-21,30625615.929999992,0,30625615.929999992,4.1,sell,-0.035877202909938864
2015-09-22,30625615.929999992,0,30625615.929999992,3.92,sell,0.0
2015-09-23,30625615.929999992,0,30625615.929999992,3.92,sell,0.0
2015-09-24,30625615.929999992,0,30625615.929999992,3.88,sell,0.0
2015-09-25,30625615.929999992,0,30625615.929999992,3.78,sell,0.0
2015-09-28,30625615.929999992,0,30625615.929999992,3.46,sell,0.0
2015-09-29,30625615.929999992,0,30625615.929999992,3.41,sell,0.0
2015-09-30,30625615.929999992,0,30625615.929999992,3.63,sell,0.0
2015-10-01,918771.3699999936,8391764,31800462.889999993,3.68,buy,0.03836157818622527
2015-10-02,918771.3699999936,8391764,33394898.049999993,3.87,buy,0.050138740606237776
2015-10-05,918771.3699999936,8391764,34905415.56999999,4.05,buy,0.045231984770200545
2015-10-06,918771.3699999936,8391764,34401909.73,3.99,buy,-0.01442486307003725
2015-10-07,918771.3699999936,8391764,34989333.20999999,4.06,buy,0.017075316010370708
2015-10-08,918771.3699999936,8391764,35408921.41,4.11,buy,0.011991888998904505
2015-10-09,918771.3699999936,8391764,35828509.61,4.16,buy,0.011849787660617788
2015-10-12,918771.3699999936,8391764,36080262.53,4.19,hold,0.007026608774419568
2015-10-13,918771.3699999936,8391764,35408921.41,4.11,hold,-0.018606880131257313
2015-10-14,918771.3699999936,8391764,35241086.129999995,4.09,buy,-0.004739915064247115
2015-10-15,918771.3699999936,8391764,36919438.92999999,4.29,buy,0.04762488856923313
2015-10-16,918771.3699999936,8391764,37422944.769999996,4.35,buy,0.013637960234299902
2015-10-19,918771.3699999936,8391764,38010368.25,4.42,buy,0.015696880178999454
2015-10-20,918771.3699999936,8391764,37422944.769999996,4.35,hold,-0.015454295947264446
2015-10-21,918771.3699999936,8391764,36835521.28999999,4.28,buy,-0.015696880178999454
2015-10-22,918771.3699999936,8391764,38933462.28999999,4.53,buy,0.056954291035635304
2015-10-23,918771.3699999936,8391764,42122332.61,4.91,buy,0.08190564446201501
2015-10-26,918771.3699999936,8391764,42290167.889999986,4.93,buy,0.003984472596850953
2015-10-27,918771.3699999936,8391764,42541920.80999999,4.96,buy,0.00595298937225387
