,date,cash,position,portfolio_value,close,signal
1022,2014-03-18,215862.53999999817,2566008,7426345.019999999,2.81,buy
1023,2014-03-19,215862.53999999817,2566008,7298044.619999997,2.76,hold
1024,2014-03-20,215862.53999999817,2566008,7349364.7799999975,2.78,hold
1025,2014-03-21,7195404.299999999,0,7195404.299999999,2.68,sell
1026,2014-03-24,7195404.299999999,0,7195404.299999999,2.62,sell
1027,2014-03-25,7195404.299999999,0,7195404.299999999,2.64,sell
1028,2014-03-26,7195404.299999999,0,7195404.299999999,2.54,sell
1029,2014-03-27,7195404.299999999,0,7195404.299999999,2.49,sell
1030,2014-03-28,215862.54999999888,2715775,7032457.799999998,2.51,buy
1031,2014-03-31,215862.54999999888,2715775,7168246.549999999,2.56,buy
1032,2014-04-01,215862.54999999888,2715775,7548455.05,2.7,buy
1033,2014-04-02,215862.54999999888,2715775,7602770.55,2.72,hold
1034,2014-04-03,7548455.05,0,7548455.05,2.66,sell
1035,2014-04-04,7548455.05,0,7548455.05,2.45,sell
1036,2014-04-07,7548455.05,0,7548455.05,2.37,sell
1037,2014-04-08,7548455.05,0,7548455.05,2.44,sell
1038,2014-04-09,7548455.05,0,7548455.05,2.56,sell
1039,2014-04-10,7548455.05,0,7548455.05,2.33,sell
1040,2014-04-11,7548455.05,0,7548455.05,2.25,sell
1041,2014-04-14,226453.85000000056,3156035,7485334.35,2.3,buy
1042,2014-04-15,226453.85000000056,3156035,7548455.05,2.32,buy
1043,2014-04-16,226453.85000000056,3156035,7832498.200000001,2.41,buy
1044,2014-04-17,226453.85000000056,3156035,7832498.200000001,2.41,buy
1045,2014-04-21,226453.85000000056,3156035,7990299.95,2.46,buy
1046,2014-04-22,226453.85000000056,3156035,8179662.050000001,2.52,buy
1047,2014-04-23,226453.85000000056,3156035,7990299.95,2.46,buy
1048,2014-04-24,226453.85000000056,3156035,8211222.4,2.53,hold
1049,2014-04-25,7927179.25,0,7927179.25,2.41,sell
1050,2014-04-28,237817.49999999907,3138515,7864408.949999999,2.43,buy
1051,2014-04-29,237817.49999999907,3138515,8052719.85,2.49,buy
1052,2014-04-30,237817.49999999907,3138515,8115490.1499999985,2.51,buy
1053,2014-05-01,237817.49999999907,3138515,8178260.449999998,2.53,buy
1054,2014-05-02,237817.49999999907,3138515,8146875.299999999,2.52,hold
1055,2014-05-05,237817.49999999907,3138515,8241030.749999998,2.55,hold
1056,2014-05-06,7989949.55,0,7989949.55,2.46,sell
1057,2014-05-07,7989949.55,0,7989949.55,2.43,sell
1058,2014-05-08,7989949.55,0,7989949.55,2.42,sell
1059,2014-05-09,239699.5499999998,3100100,7834944.550000001,2.45,buy
1060,2014-05-12,239699.5499999998,3100100,8206956.549999999,2.57,buy
1061,2014-05-13,239699.5499999998,3100100,8237957.55,2.58,hold
1062,2014-05-14,239699.5499999998,3100100,8113953.55,2.54,hold
1063,2014-05-15,239699.5499999998,3100100,7927947.55,2.48,hold
1064,2014-05-16,239699.5499999998,3100100,8082952.549999999,2.53,buy
1065,2014-05-19,239699.5499999998,3100100,8237957.55,2.58,buy
1066,2014-05-20,239699.5499999998,3100100,8144954.549999999,2.55,buy
1067,2014-05-21,239699.5499999998,3100100,8392962.55,2.63,buy
1068,2014-05-22,239699.5499999998,3100100,8485965.55,2.66,buy
1069,2014-05-23,239699.5499999998,3100100,8671971.55,2.72,buy
1070,2014-05-27,239699.5499999998,3100100,8981981.55,2.82,buy
1071,2014-05-28,239699.5499999998,3100100,8888978.55,2.79,buy
1072,2014-05-29,239699.5499999998,3100100,9074984.55,2.85,buy
1073,2014-05-30,239699.5499999998,3100100,9074984.55,2.85,buy
1074,2014-06-02,239699.5499999998,3100100,9043983.55,2.84,hold
1075,2014-06-03,239699.5499999998,3100100,9043983.55,2.84,buy
1076,2014-06-04,239699.5499999998,3100100,9136986.55,2.87,buy
1077,2014-06-05,239699.5499999998,3100100,9353993.55,2.94,buy
1078,2014-06-06,239699.5499999998,3100100,9508998.55,2.99,buy
1079,2014-06-09,239699.5499999998,3100100,9477997.55,2.98,hold
1080,2014-06-10,239699.5499999998,3100100,9539999.55,3.0,hold
1081,2014-06-11,239699.5499999998,3100100,9508998.55,2.99,hold
1082,2014-06-12,9384994.55,0,9384994.55,2.92,sell
1083,2014-06-13,9384994.55,0,9384994.55,2.94,sell
1084,2014-06-16,281552.0900000017,3096409,9415958.640000002,2.95,buy
1085,2014-06-17,281552.0900000017,3096409,9415958.640000002,2.95,buy
1086,2014-06-18,281552.0900000017,3096409,9601743.180000002,3.01,buy
1087,2014-06-19,281552.0900000017,3096409,9539815.000000002,2.99,buy
1088,2014-06-20,281552.0900000017,3096409,9570779.090000002,3.0,hold
1089,2014-06-23,281552.0900000017,3096409,9601743.180000002,3.01,buy
1090,2014-06-24,281552.0900000017,3096409,9570779.090000002,3.0,buy
1091,2014-06-25,281552.0900000017,3096409,9725599.540000001,3.05,buy
1092,2014-06-26,281552.0900000017,3096409,9756563.630000003,3.06,buy
1093,2014-06-27,281552.0900000017,3096409,9849455.9,3.09,buy
1094,2014-06-30,281552.0900000017,3096409,9942348.170000002,3.12,buy
1095,2014-07-01,281552.0900000017,3096409,10251989.070000002,3.22,buy
1096,2014-07-02,281552.0900000017,3096409,10282953.160000002,3.23,buy
1097,2014-07-03,281552.0900000017,3096409,10468737.700000001,3.29,buy
1098,2014-07-07,281552.0900000017,3096409,10375845.430000002,3.26,hold
1099,2014-07-08,281552.0900000017,3096409,10035240.440000001,3.15,hold
1100,2014-07-09,9880419.990000002,0,9880419.990000002,3.22,sell
1101,2014-07-10,296412.8700000029,2985672,9820706.550000003,3.19,buy
1102,2014-07-11,296412.8700000029,2985672,9999846.870000003,3.25,buy
1103,2014-07-14,296412.8700000029,2985672,10178987.190000003,3.31,buy
1104,2014-07-15,296412.8700000029,2985672,10059560.310000002,3.27,hold
1105,2014-07-16,10089417.030000003,0,10089417.030000003,3.31,sell
1106,2014-07-17,10089417.030000003,0,10089417.030000003,3.18,hold
1107,2014-07-18,302683.7600000035,2956717,10148551.370000003,3.33,buy
1108,2014-07-21,302683.7600000035,2956717,10118984.200000003,3.32,buy
1109,2014-07-22,302683.7600000035,2956717,10296387.220000003,3.38,buy
1110,2014-07-23,302683.7600000035,2956717,10503357.410000004,3.45,buy
1111,2014-07-24,302683.7600000035,2956717,10444223.070000004,3.43,hold
1112,2014-07-25,302683.7600000035,2956717,10325954.390000004,3.39,hold
1113,2014-07-28,302683.7600000035,2956717,10355521.560000002,3.4,buy
1114,2014-07-29,302683.7600000035,2956717,10296387.220000003,3.38,hold
1115,2014-07-30,10148551.370000003,0,10148551.370000003,3.42,sell
1116,2014-07-31,10148551.370000003,0,10148551.370000003,3.21,sell
1117,2014-08-01,10148551.370000003,0,10148551.370000003,3.17,sell
1118,2014-08-04,10148551.370000003,0,10148551.370000003,3.24,sell
1119,2014-08-05,10148551.370000003,0,10148551.370000003,3.16,sell
1120,2014-08-06,10148551.370000003,0,10148551.370000003,3.16,sell
1121,2014-08-07,304456.6900000032,3135062,10117200.750000004,3.13,buy
1122,2014-08-08,304456.6900000032,3135062,10305304.470000003,3.19,buy
1123,2014-08-11,304456.6900000032,3135062,10493408.190000003,3.25,buy
1124,2014-08-12,304456.6900000032,3135062,10462057.570000004,3.24,buy
1125,2014-08-13,304456.6900000032,3135062,10806914.390000004,3.35,buy
1126,2014-08-14,304456.6900000032,3135062,10963667.490000002,3.4,buy
1127,2014-08-15,304456.6900000032,3135062,11120420.590000004,3.45,buy
1128,2014-08-18,304456.6900000032,3135062,11371225.550000003,3.53,buy
1129,2014-08-19,304456.6900000032,3135062,11559329.270000003,3.59,buy
1130,2014-08-20,304456.6900000032,3135062,11559329.270000003,3.59,buy
1131,2014-08-21,304456.6900000032,3135062,11622030.510000004,3.61,buy
1132,2014-08-22,304456.6900000032,3135062,11684731.750000004,3.63,buy
1133,2014-08-25,304456.6900000032,3135062,11810134.230000002,3.67,buy
1134,2014-08-26,304456.6900000032,3135062,11841484.850000003,3.68,buy
1135,2014-08-27,304456.6900000032,3135062,11841484.850000003,3.68,hold
1136,2014-08-28,304456.6900000032,3135062,11778783.610000003,3.66,buy
1137,2014-08-29,304456.6900000032,3135062,11935536.710000003,3.71,buy
1138,2014-09-02,304456.6900000032,3135062,12029588.570000004,3.74,buy
1139,2014-09-03,304456.6900000032,3135062,11810134.230000002,3.67,hold
1140,2014-09-04,11841484.850000003,0,11841484.850000003,3.66,sell
1141,2014-09-05,355244.57000000216,3087699,11841484.850000003,3.72,buy
1142,2014-09-08,355244.57000000216,3087699,11903238.830000002,3.74,hold
1143,2014-09-09,11656222.910000002,0,11656222.910000002,3.65,sell
1144,2014-09-10,11656222.910000002,0,11656222.910000002,3.73,sell
1145,2014-09-11,11656222.910000002,0,11656222.910000002,3.73,sell
1146,2014-09-12,11656222.910000002,0,11656222.910000002,3.67,sell
1147,2014-09-15,11656222.910000002,0,11656222.910000002,3.56,sell
1148,2014-09-16,349687.26000000164,3097681,11687199.720000003,3.66,buy
1149,2014-09-17,349687.26000000164,3097681,11718176.530000001,3.67,buy
1150,2014-09-18,349687.26000000164,3097681,11965991.010000002,3.75,hold
1151,2014-09-19,11873060.580000002,0,11873060.580000002,3.74,sell
1152,2014-09-22,11873060.580000002,0,11873060.580000002,3.64,sell
1153,2014-09-23,11873060.580000002,0,11873060.580000002,3.61,hold
1154,2014-09-24,11873060.580000002,0,11873060.580000002,3.73,sell
1155,2014-09-25,11873060.580000002,0,11873060.580000002,3.49,sell
1156,2014-09-26,11873060.580000002,0,11873060.580000002,3.6,sell
1157,2014-09-29,11873060.580000002,0,11873060.580000002,3.59,sell
1158,2014-09-30,11873060.580000002,0,11873060.580000002,3.6,sell
1159,2014-10-01,11873060.580000002,0,11873060.580000002,3.43,sell
1160,2014-10-02,356193.2000000011,3299962,11675062.860000001,3.43,buy
1161,2014-10-03,356193.2000000011,3299962,12005059.06,3.53,hold
1162,2014-10-06,11774061.72,0,11774061.72,3.51,sell
1163,2014-10-07,11774061.72,0,11774061.72,3.36,sell
1164,2014-10-08,11774061.72,0,11774061.72,3.56,sell
1165,2014-10-09,11774061.72,0,11774061.72,3.38,sell
1166,2014-10-10,11774061.72,0,11774061.72,3.13,sell
1167,2014-10-13,11774061.72,0,11774061.72,2.98,sell
1168,2014-10-14,11774061.72,0,11774061.72,2.98,sell
1169,2014-10-15,11774061.72,0,11774061.72,2.92,sell
1170,2014-10-16,11774061.72,0,11774061.72,2.88,sell
1171,2014-10-17,353223.6400000006,3832496,11812386.680000002,2.99,buy
1172,2014-10-20,353223.6400000006,3832496,12310611.16,3.12,buy
1173,2014-10-21,353223.6400000006,3832496,13230410.2,3.36,buy
1174,2014-10-22,353223.6400000006,3832496,13038785.4,3.31,buy
1175,2014-10-23,353223.6400000006,3832496,13613659.8,3.46,buy
1176,2014-10-24,353223.6400000006,3832496,13920259.48,3.54,buy
1177,2014-10-27,353223.6400000006,3832496,13958584.44,3.55,buy
1178,2014-10-28,353223.6400000006,3832496,14571783.8,3.71,buy
1179,2014-10-29,353223.6400000006,3832496,14418483.96,3.67,buy
1180,2014-10-30,353223.6400000006,3832496,14495133.88,3.69,buy
1181,2014-10-31,353223.6400000006,3832496,15070008.28,3.84,buy
1182,2014-11-03,353223.6400000006,3832496,15223308.120000001,3.88,hold
1183,2014-11-04,353223.6400000006,3832496,15070008.28,3.84,buy
1184,2014-11-05,353223.6400000006,3832496,15070008.28,3.84,hold
1185,2014-11-06,353223.6400000006,3832496,15184983.16,3.87,buy
1186,2014-11-07,353223.6400000006,3832496,15146658.2,3.86,buy
1187,2014-11-10,353223.6400000006,3832496,15299958.040000001,3.9,buy
1188,2014-11-11,353223.6400000006,3832496,15453257.88,3.94,buy
1189,2014-11-12,353223.6400000006,3832496,15529907.8,3.96,buy
1190,2014-11-13,353223.6400000006,3832496,15721532.6,4.01,buy
1191,2014-11-14,353223.6400000006,3832496,15874832.44,4.05,hold
1192,2014-11-17,353223.6400000006,3832496,15721532.6,4.01,buy
1193,2014-11-18,353223.6400000006,3832496,16066457.239999998,4.1,buy
1194,2014-11-19,353223.6400000006,3832496,15874832.44,4.05,hold
1195,2014-11-20,353223.6400000006,3832496,16066457.239999998,4.1,buy
1196,2014-11-21,353223.6400000006,3832496,16181432.120000001,4.13,buy
1197,2014-11-24,353223.6400000006,3832496,16564681.720000003,4.23,buy
1198,2014-11-25,353223.6400000006,3832496,16603006.680000002,4.24,buy
1199,2014-11-26,353223.6400000006,3832496,16947931.32,4.33,buy
1200,2014-11-28,353223.6400000006,3832496,17177881.08,4.39,hold
1201,2014-12-01,353223.6400000006,3832496,16564681.720000003,4.23,hold
1202,2014-12-02,353223.6400000006,3832496,16717981.559999999,4.27,buy
1203,2014-12-03,353223.6400000006,3832496,16871281.4,4.31,buy
1204,2014-12-04,353223.6400000006,3832496,16832956.439999998,4.3,hold
1205,2014-12-05,16717981.559999999,0,16717981.559999999,4.3,sell
1206,2014-12-08,16717981.559999999,0,16717981.559999999,4.21,sell
1207,2014-12-09,16717981.559999999,0,16717981.559999999,4.25,sell
1208,2014-12-10,16717981.559999999,0,16717981.559999999,4.04,sell
1209,2014-12-11,16717981.559999999,0,16717981.559999999,4.11,sell
1210,2014-12-12,16717981.559999999,0,16717981.559999999,3.97,sell
1211,2014-12-15,16717981.559999999,0,16717981.559999999,3.85,sell
1212,2014-12-16,16717981.559999999,0,16717981.559999999,3.66,sell
1213,2014-12-17,501539.6299999971,4023931,16033913.289999997,3.86,buy
1214,2014-12-18,501539.6299999971,4023931,17160613.969999995,4.14,buy
1215,2014-12-19,501539.6299999971,4023931,17361810.519999996,4.19,buy
1216,2014-12-22,501539.6299999971,4023931,17522767.759999998,4.23,buy
1217,2014-12-23,501539.6299999971,4023931,17361810.519999996,4.19,hold
1218,2014-12-24,501539.6299999971,4023931,17361810.519999996,4.19,buy
1219,2014-12-26,501539.6299999971,4023931,17723964.309999995,4.28,buy
1220,2014-12-29,501539.6299999971,4023931,17723964.309999995,4.28,hold
1221,2014-12-30,17442289.14,0,17442289.14,4.19,sell
1222,2014-12-31,17442289.14,0,17442289.14,4.06,sell
1223,2015-01-02,17442289.14,0,17442289.14,4.03,sell
1224,2015-01-05,17442289.14,0,17442289.14,3.85,sell
1225,2015-01-06,17442289.14,0,17442289.14,3.69,sell
1226,2015-01-07,523269.7199999988,4305094,17054830.68,3.84,buy
1227,2015-01-08,523269.7199999988,4305094,17958900.419999998,4.05,hold
1228,2015-01-09,17743645.72,0,17743645.72,3.97,sell
1229,2015-01-12,17743645.72,0,17743645.72,3.85,sell
1230,2015-01-13,17743645.72,0,17743645.72,3.85,sell
1231,2015-01-14,17743645.72,0,17743645.72,3.79,sell
1232,2015-01-15,17743645.72,0,17743645.72,3.64,sell
1233,2015-01-16,532311.2899999991,4493821,17474016.46,3.77,buy
1234,2015-01-20,532311.2899999991,4493821,17833522.14,3.85,buy
1235,2015-01-21,532311.2899999991,4493821,18103151.4,3.91,buy
1236,2015-01-22,532311.2899999991,4493821,19091792.02,4.13,buy
1237,2015-01-23,532311.2899999991,4493821,19181668.44,4.15,hold
1238,2015-01-26,18282904.24,0,18282904.24,4.14,sell
1239,2015-01-27,18282904.24,0,18282904.24,3.82,sell
1240,2015-01-28,18282904.24,0,18282904.24,3.76,sell
1241,2015-01-29,18282904.24,0,18282904.24,3.87,sell
